"사용일자","노선명","역명","승차총승객수","하차총승객수","등록일자"
"20241209","경부선","명학","9956","9986","20241212",""
"20241209","경부선","안양","24613","24212","20241212",""
"20241209","경부선","관악","7307","7061","20241212",""
"20241209","경부선","석수","8874","8106","20241212",""
"20241209","경부선","금천구청","11389","11549","20241212",""
"20241209","경부선","가산디지털단지","20302","22748","20241212",""
"20241209","경부선","구로","18624","19543","20241212",""
"20241209","경부선","신길","9721","8482","20241212",""
"20241209","경부선","신도림","4070","4182","20241212",""
"20241209","경부선","영등포","37760","38427","20241212",""
"20241209","경부선","대방","10995","12295","20241212",""
"20241209","경부선","노량진","8994","9437","20241212",""
"20241209","경부선","용산","36636","37865","20241212",""
"20241209","경부선","남영","10268","11021","20241212",""
"20241209","경부선","서울역","8253","2951","20241212",""
"20241209","경강선","성남","1121","879","20241212",""
"20241209","경강선","여주","2994","2803","20241212",""
"20241209","경강선","세종대왕릉","323","318","20241212",""
"20241209","경강선","부발","2324","2358","20241212",""
"20241209","경강선","이천","2899","2998","20241212",""
"20241209","경강선","신둔도예촌","1440","1365","20241212",""
"20241209","경강선","곤지암","2315","2251","20241212",""
"20241209","경강선","초월","3952","3630","20241212",""
"20241209","경강선","경기광주","8098","7412","20241212",""
"20241209","경강선","삼동","2685","2406","20241212",""
"20241209","경강선","이매","1154","1009","20241212",""
"20241209","경강선","판교","5953","6033","20241212",""
"20241209","9호선2~3단계","중앙보훈병원","14008","12271","20241212",""
"20241209","9호선2~3단계","둔촌오륜","1905","1817","20241212",""
"20241209","9호선2~3단계","올림픽공원(한국체대)","6330","6561","20241212",""
"20241209","9호선2~3단계","한성백제","3412","3051","20241212",""
"20241209","9호선2~3단계","송파나루","5890","6207","20241212",""
"20241209","9호선2~3단계","석촌","10004","8802","20241212",""
"20241209","9호선2~3단계","석촌고분","7946","7883","20241212",""
"20241209","9호선2~3단계","삼전","8825","8339","20241212",""
"20241209","9호선2~3단계","종합운동장","5238","5241","20241212",""
"20241209","9호선2~3단계","봉은사","20697","21332","20241212",""
"20241209","9호선2~3단계","삼성중앙","9092","9552","20241212",""
"20241209","9호선2~3단계","선정릉","11805","12569","20241212",""
"20241209","9호선2~3단계","언주","12974","13416","20241212",""
"20241209","9호선","신논현","32528","32334","20241212",""
"20241209","9호선","사평","4395","4251","20241212",""
"20241209","9호선","고속터미널","15254","20535","20241212",""
"20241209","9호선","신반포","4643","4441","20241212",""
"20241209","9호선","구반포","1665","1619","20241212",""
"20241209","9호선","동작(현충원)","1913","1595","20241212",""
"20241209","9호선","흑석(중앙대입구)","10813","11122","20241212",""
"20241209","9호선","노들","5143","4307","20241212",""
"20241209","9호선","노량진","28285","28066","20241212",""
"20241209","9호선","샛강","7692","7638","20241212",""
"20241209","9호선","여의도","35870","34597","20241212",""
"20241209","9호선","국회의사당","26321","24898","20241212",""
"20241209","9호선","당산","20906","20769","20241212",""
"20241209","9호선","선유도","10188","9407","20241212",""
"20241209","9호선","신목동","5142","4700","20241212",""
"20241209","9호선","염창","19464","18912","20241212",""
"20241209","9호선","등촌","13763","13287","20241212",""
"20241209","9호선","증미","9222","8943","20241212",""
"20241209","9호선","가양","24533","24227","20241212",""
"20241209","9호선","양천향교","11182","11700","20241212",""
"20241209","9호선","마곡나루(서울식물원)","15003","14667","20241212",""
"20241209","9호선","신방화","7692","7484","20241212",""
"20241209","9호선","공항시장","3285","3619","20241212",""
"20241209","9호선","김포공항","6542","10242","20241212",""
"20241209","9호선","개화","3115","1997","20241212",""
"20241209","8호선","남위례","8368","8135","20241212",""
"20241209","8호선","모란","7240","5468","20241212",""
"20241209","8호선","수진","6007","5492","20241212",""
"20241209","8호선","신흥","5522","5642","20241212",""
"20241209","8호선","단대오거리","13424","12571","20241212",""
"20241209","8호선","남한산성입구(성남법원.검찰청)","15595","14415","20241212",""
"20241209","8호선","산성","6750","6846","20241212",""
"20241209","8호선","복정","10821","9207","20241212",""
"20241209","8호선","장지","18566","17208","20241212",""
"20241209","8호선","문정","25732","26739","20241212",""
"20241209","8호선","가락시장","9667","10835","20241212",""
"20241209","8호선","송파","10859","10622","20241212",""
"20241209","8호선","석촌","9272","11084","20241212",""
"20241209","8호선","잠실(송파구청)","19061","22201","20241212",""
"20241209","8호선","몽촌토성(평화의문)","7987","7938","20241212",""
"20241209","8호선","강동구청","12154","12471","20241212",""
"20241209","8호선","천호(풍납토성)","18205","20320","20241212",""
"20241209","8호선","암사","18274","17025","20241212",""
"20241209","8호선","암사역사공원","6631","5868","20241212",""
"20241209","7호선","온수(성공회대입구)","11634","10443","20241212",""
"20241209","7호선","천왕","12795","12430","20241212",""
"20241209","7호선","광명사거리","22058","21448","20241212",""
"20241209","7호선","철산","23145","23801","20241212",""
"20241209","7호선","가산디지털단지","51271","51550","20241212",""
"20241209","7호선","남구로","16867","17537","20241212",""
"20241209","7호선","대림(구로구청)","9471","9499","20241212",""
"20241209","7호선","신풍","12619","11883","20241212",""
"20241209","7호선","보라매","7216","7597","20241212",""
"20241209","7호선","신대방삼거리","16199","15674","20241212",""
"20241209","7호선","장승배기","10284","10139","20241212",""
"20241209","7호선","상도","13623","13733","20241212",""
"20241209","7호선","숭실대입구(살피재)","16901","17290","20241212",""
"20241209","7호선","남성","12211","12079","20241212",""
"20241209","7호선","이수","17719","17162","20241212",""
"20241209","7호선","내방","16487","16466","20241212",""
"20241209","7호선","고속터미널","17951","15087","20241212",""
"20241209","7호선","반포","6934","6610","20241212",""
"20241209","7호선","논현","21097","21297","20241212",""
"20241209","7호선","학동","26777","27350","20241212",""
"20241209","7호선","강남구청","17920","19759","20241212",""
"20241209","7호선","청담","20765","22295","20241212",""
"20241209","7호선","자양(뚝섬한강공원)","8025","7850","20241212",""
"20241209","7호선","건대입구","14804","15052","20241212",""
"20241209","7호선","어린이대공원(세종대)","18527","19343","20241212",""
"20241209","7호선","군자(능동)","15728","12959","20241212",""
"20241209","7호선","중곡","12152","11508","20241212",""
"20241209","7호선","용마산(용마폭포공원)","6354","6125","20241212",""
"20241209","7호선","사가정","17442","18202","20241212",""
"20241209","7호선","면목","16885","15982","20241212",""
"20241209","7호선","상봉","19317","18893","20241212",""
"20241209","7호선","중화","11597","11717","20241212",""
"20241209","7호선","먹골","10674","10780","20241212",""
"20241209","7호선","태릉입구","9250","8811","20241212",""
"20241209","7호선","공릉(서울과학기술대)","13441","13417","20241212",""
"20241209","7호선","하계","20194","19083","20241212",""
"20241209","7호선","중계","16432","15252","20241212",""
"20241209","7호선","노원","21615","22437","20241212",""
"20241209","7호선","마들","14512","13896","20241212",""
"20241209","7호선","수락산","13384","13336","20241212",""
"20241209","7호선","도봉산","10048","11518","20241212",""
"20241209","7호선","장암","2942","1114","20241212",""
"20241209","6호선","봉화산(서울의료원)","10047","9305","20241212",""
"20241209","6호선","화랑대(서울여대입구)","13488","11094","20241212",""
"20241209","6호선","태릉입구","6094","6797","20241212",""
"20241209","6호선","석계","13656","14178","20241212",""
"20241209","6호선","돌곶이","11151","10476","20241212",""
"20241209","6호선","상월곡(한국과학기술연구원)","6947","6321","20241212",""
"20241209","6호선","월곡(동덕여대)","13109","12881","20241212",""
"20241209","6호선","고려대(종암)","10089","9717","20241212",""
"20241209","6호선","안암(고대병원앞)","14888","15503","20241212",""
"20241209","6호선","보문","8720","8301","20241212",""
"20241209","6호선","창신","3988","3396","20241212",""
"20241209","6호선","동묘앞","8625","9078","20241212",""
"20241209","6호선","신당","9054","9489","20241212",""
"20241209","6호선","청구","4193","4105","20241212",""
"20241209","6호선","약수","4130","3887","20241212",""
"20241209","6호선","버티고개","2484","2394","20241212",""
"20241209","6호선","한강진","8042","9440","20241212",""
"20241209","6호선","이태원","9858","9951","20241212",""
"20241209","6호선","녹사평(용산구청)","4603","4529","20241212",""
"20241209","6호선","삼각지","7342","6726","20241212",""
"20241209","6호선","효창공원앞","8332","7920","20241212",""
"20241209","6호선","공덕","21488","21021","20241212",""
"20241209","6호선","대흥(서강대앞)","10683","11144","20241212",""
"20241209","6호선","광흥창(서강)","10455","10179","20241212",""
"20241209","6호선","상수","9991","10854","20241212",""
"20241209","6호선","합정","13208","12787","20241212",""
"20241209","6호선","망원","14921","15831","20241212",""
"20241209","6호선","마포구청","15991","14571","20241212",""
"20241209","6호선","월드컵경기장(성산)","4148","4286","20241212",""
"20241209","6호선","디지털미디어시티","17161","18903","20241212",""
"20241209","6호선","증산(명지대앞)","10199","10225","20241212",""
"20241209","6호선","새절(신사)","13944","13073","20241212",""
"20241209","6호선","구산","9014","6813","20241212",""
"20241209","6호선","연신내","1","0","20241212",""
"20241209","6호선","독바위","3047","3099","20241212",""
"20241209","6호선","불광","4962","4885","20241212",""
"20241209","6호선","역촌","4105","4890","20241212",""
"20241209","6호선","응암","19526","19405","20241212",""
"20241209","5호선","하남검단산","6882","6600","20241212",""
"20241209","5호선","하남시청(덕풍·신장)","9564","9133","20241212",""
"20241209","5호선","하남풍산","5154","5124","20241212",""
"20241209","5호선","미사","19414","19509","20241212",""
"20241209","5호선","강일","6836","6323","20241212",""
"20241209","5호선","마천","8207","7304","20241212",""
"20241209","5호선","거여","11371","11142","20241212",""
"20241209","5호선","개롱","7589","7781","20241212",""
"20241209","5호선","오금","4200","4268","20241212",""
"20241209","5호선","방이","7931","8120","20241212",""
"20241209","5호선","올림픽공원(한국체대)","5042","4217","20241212",""
"20241209","5호선","둔촌동","10416","10296","20241212",""
"20241209","5호선","상일동","16813","15940","20241212",""
"20241209","5호선","고덕","12584","12196","20241212",""
"20241209","5호선","명일","9152","9206","20241212",""
"20241209","5호선","굽은다리(강동구민회관앞)","10838","10474","20241212",""
"20241209","5호선","길동","9452","9744","20241212",""
"20241209","5호선","강동","20630","20096","20241212",""
"20241209","5호선","천호(풍납토성)","20265","20292","20241212",""
"20241209","5호선","광나루(장신대)","12796","11909","20241212",""
"20241209","5호선","아차산(어린이대공원후문)","15363","15006","20241212",""
"20241209","5호선","군자(능동)","12392","13602","20241212",""
"20241209","5호선","장한평","21367","21164","20241212",""
"20241209","5호선","답십리","17648","16082","20241212",""
"20241209","5호선","마장","6540","6194","20241212",""
"20241209","5호선","왕십리(성동구청)","4995","5599","20241212",""
"20241209","5호선","행당","9032","8083","20241212",""
"20241209","5호선","신금호","6959","7410","20241212",""
"20241209","5호선","청구","4237","3972","20241212",""
"20241209","5호선","동대문역사문화공원(DDP)","3566","4034","20241212",""
"20241209","5호선","을지로4가","7297","6331","20241212",""
"20241209","5호선","종로3가","14539","14554","20241212",""
"20241209","5호선","광화문(세종문화회관)","37171","38903","20241212",""
"20241209","5호선","서대문","24167","24304","20241212",""
"20241209","5호선","충정로(경기대입구)","5530","5778","20241212",""
"20241209","5호선","애오개","6960","7001","20241212",""
"20241209","5호선","공덕","16933","17783","20241212",""
"20241209","5호선","마포","16965","17248","20241212",""
"20241209","5호선","여의나루","12028","13679","20241212",""
"20241209","5호선","여의도","34818","36093","20241212",""
"20241209","5호선","신길","5371","5790","20241212",""
"20241209","5호선","영등포시장","12738","13029","20241212",""
"20241209","5호선","영등포구청","5442","5333","20241212",""
"20241209","5호선","양평","9040","8874","20241212",""
"20241209","5호선","오목교(목동운동장앞)","21771","23154","20241212",""
"20241209","5호선","목동","17828","19453","20241212",""
"20241209","5호선","신정(은행정)","14547","12120","20241212",""
"20241209","5호선","까치산","29628","28863","20241212",""
"20241209","5호선","화곡","30669","28955","20241212",""
"20241209","5호선","우장산","16126","16044","20241212",""
"20241209","5호선","발산","25318","25573","20241212",""
"20241209","5호선","마곡","13169","13197","20241212",""
"20241209","5호선","송정","7029","6562","20241212",""
"20241209","5호선","김포공항","12526","8160","20241212",""
"20241209","5호선","개화산","6735","6473","20241212",""
"20241209","5호선","방화","7468","7193","20241212",""
"20241209","4호선","남태령","1412","1334","20241212",""
"20241209","4호선","사당","27267","24724","20241212",""
"20241209","4호선","총신대입구(이수)","20669","22506","20241212",""
"20241209","4호선","동작(현충원)","1376","1510","20241212",""
"20241209","4호선","이촌(국립중앙박물관)","9500","10558","20241212",""
"20241209","4호선","신용산","20950","22450","20241212",""
"20241209","4호선","삼각지","6255","6661","20241212",""
"20241209","4호선","숙대입구(갈월)","16830","16273","20241212",""
"20241209","4호선","서울역","14515","22012","20241212",""
"20241209","4호선","회현(남대문시장)","29301","30518","20241212",""
"20241209","4호선","명동","34533","36192","20241212",""
"20241209","4호선","충무로","34538","35334","20241212",""
"20241209","4호선","동대문역사문화공원(DDP)","20351","18031","20241212",""
"20241209","4호선","동대문","20440","21169","20241212",""
"20241209","4호선","혜화","34762","34301","20241212",""
"20241209","4호선","한성대입구(삼선교)","15121","14616","20241212",""
"20241209","4호선","성신여대입구(돈암)","23408","22623","20241212",""
"20241209","4호선","길음","23747","24003","20241212",""
"20241209","4호선","미아사거리","27900","27614","20241212",""
"20241209","4호선","미아(서울사이버대학)","17021","16822","20241212",""
"20241209","4호선","수유(강북구청)","35598","35888","20241212",""
"20241209","1호선","동대문","11659","11330","20241212",""
"20241209","4호선","쌍문","31848","30054","20241212",""
"20241209","4호선","창동","28285","29739","20241212",""
"20241209","4호선","노원","21947","24712","20241212",""
"20241209","4호선","상계","21011","19679","20241212",""
"20241209","4호선","당고개","10253","8707","20241212",""
"20241209","3호선","오금","7471","6613","20241212",""
"20241209","3호선","경찰병원","8724","8612","20241212",""
"20241209","3호선","가락시장","10221","10044","20241212",""
"20241209","3호선","수서","20644","20796","20241212",""
"20241209","3호선","일원","12731","12339","20241212",""
"20241209","3호선","대청","12181","11432","20241212",""
"20241209","3호선","학여울","2126","2204","20241212",""
"20241209","3호선","대치","12853","12876","20241212",""
"20241209","3호선","도곡","7323","7267","20241212",""
"20241209","3호선","매봉","14547","14048","20241212",""
"20241209","3호선","양재(서초구청)","42029","44694","20241212",""
"20241209","3호선","남부터미널(예술의전당)","31561","32187","20241212",""
"20241209","3호선","교대(법원.검찰청)","18825","11241","20241212",""
"20241209","3호선","고속터미널","46668","45394","20241212",""
"20241209","3호선","잠원","5524","5383","20241212",""
"20241209","3호선","신사","29345","30477","20241212",""
"20241209","3호선","압구정","32873","35120","20241212",""
"20241209","3호선","옥수","9303","9723","20241212",""
"20241209","3호선","금호","8720","8369","20241212",""
"20241209","3호선","약수","13574","13447","20241212",""
"20241209","3호선","동대입구","11990","12904","20241212",""
"20241209","3호선","충무로","27","0","20241212",""
"20241209","3호선","을지로3가","13181","12795","20241212",""
"20241209","3호선","종로3가","11649","12741","20241212",""
"20241209","3호선","안국","26488","27062","20241212",""
"20241209","3호선","경복궁(정부서울청사)","24721","24616","20241212",""
"20241209","3호선","독립문","7885","8110","20241212",""
"20241209","3호선","무악재","4697","4580","20241212",""
"20241209","3호선","홍제","19202","18331","20241212",""
"20241209","3호선","녹번","16884","15800","20241212",""
"20241209","3호선","불광","17627","18707","20241212",""
"20241209","3호선","연신내","35615","34012","20241212",""
"20241209","3호선","구파발","23767","23171","20241212",""
"20241209","3호선","지축","7969","8021","20241212",""
"20241209","2호선","용두(동대문구청)","2729","2784","20241212",""
"20241209","2호선","신정네거리","10853","11293","20241212",""
"20241209","2호선","양천구청","7699","8039","20241212",""
"20241209","2호선","도림천","1454","1585","20241212",""
"20241209","2호선","신설동","3424","3557","20241212",""
"20241209","2호선","신답","1798","2063","20241212",""
"20241209","2호선","용답","3227","3315","20241212",""
"20241209","2호선","충정로(경기대입구)","11511","11989","20241212",""
"20241209","2호선","아현","11650","11162","20241212",""
"20241209","2호선","이대","18671","20986","20241212",""
"20241209","2호선","신촌","38756","39211","20241212",""
"20241209","2호선","홍대입구","63542","66420","20241212",""
"20241209","2호선","합정","30419","32200","20241212",""
"20241209","2호선","당산","20216","23572","20241212",""
"20241209","2호선","영등포구청","25179","25731","20241212",""
"20241209","2호선","문래","25853","26329","20241212",""
"20241209","2호선","신도림","54138","52380","20241212",""
"20241209","2호선","대림(구로구청)","26139","26576","20241212",""
"20241209","2호선","구로디지털단지","62682","62397","20241212",""
"20241209","2호선","신대방","26709","25741","20241212",""
"20241209","2호선","신림","57043","55795","20241212",""
"20241209","2호선","봉천","26246","24788","20241212",""
"20241209","2호선","서울대입구(관악구청)","48748","47197","20241212",""
"20241209","2호선","낙성대(강감찬)","28634","28466","20241212",""
"20241209","2호선","사당","43290","46472","20241212",""
"20241209","2호선","방배","18843","19409","20241212",""
"20241209","2호선","서초","23947","23571","20241212",""
"20241209","2호선","교대(법원.검찰청)","35089","41851","20241212",""
"20241209","2호선","강남","84166","82799","20241212",""
"20241209","2호선","역삼","59990","67651","20241212",""
"20241209","2호선","선릉","66300","59088","20241212",""
"20241209","2호선","삼성(무역센터)","57513","58595","20241212",""
"20241209","2호선","종합운동장","7961","8820","20241212",""
"20241209","2호선","잠실새내","25365","24434","20241212",""
"20241209","2호선","잠실(송파구청)","80814","79898","20241212",""
"20241209","2호선","잠실나루","17504","16945","20241212",""
"20241209","2호선","강변(동서울터미널)","29501","27553","20241212",""
"20241209","2호선","구의(광진구청)","27337","26648","20241212",""
"20241210","9호선","증미","9575","9199","20241213",""
"20241210","경원선","창동","4","0","20241213",""
"20241210","1호선","서울역","54322","50319","20241213",""
"20241210","1호선","시청","29025","28765","20241213",""
"20241210","1호선","종각","42796","41929","20241213",""
"20241210","1호선","종로3가","26897","24248","20241213",""
"20241210","1호선","종로5가","24783","24457","20241213",""
"20241210","1호선","동대문","12236","11738","20241213",""
"20241210","1호선","신설동","15063","14542","20241213",""
"20241210","1호선","제기동","17806","18033","20241213",""
"20241210","1호선","청량리(서울시립대입구)","23567","23727","20241213",""
"20241210","1호선","동묘앞","8879","9041","20241213",""
"20241210","2호선","시청","31462","30550","20241213",""
"20241210","2호선","을지로입구","55877","57746","20241213",""
"20241210","2호선","을지로3가","27594","27286","20241213",""
"20241210","2호선","을지로4가","15858","16771","20241213",""
"20241210","2호선","동대문역사문화공원(DDP)","14779","17012","20241213",""
"20241210","2호선","신당","16300","17154","20241213",""
"20241210","2호선","상왕십리","16514","16135","20241213",""
"20241210","2호선","왕십리(성동구청)","16988","14985","20241213",""
"20241210","2호선","한양대","15926","17528","20241213",""
"20241210","2호선","뚝섬","26674","28551","20241213",""
"20241210","2호선","성수","48476","52227","20241213",""
"20241210","2호선","건대입구","36848","38608","20241213",""
"20241210","2호선","구의(광진구청)","28393","27858","20241213",""
"20241210","2호선","강변(동서울터미널)","28693","26175","20241213",""
"20241210","2호선","잠실나루","17592","17017","20241213",""
"20241210","2호선","잠실(송파구청)","85627","85527","20241213",""
"20241210","2호선","잠실새내","26116","25239","20241213",""
"20241210","2호선","종합운동장","8064","8911","20241213",""
"20241210","2호선","삼성(무역센터)","60539","61995","20241213",""
"20241210","2호선","선릉","68834","61378","20241213",""
"20241210","2호선","역삼","62098","70279","20241213",""
"20241210","2호선","강남","88859","86178","20241213",""
"20241210","2호선","교대(법원.검찰청)","36958","44192","20241213",""
"20241210","2호선","서초","25294","25276","20241213",""
"20241210","2호선","방배","20699","21359","20241213",""
"20241210","2호선","사당","47218","50542","20241213",""
"20241210","2호선","낙성대(강감찬)","29705","29130","20241213",""
"20241210","2호선","서울대입구(관악구청)","50466","48725","20241213",""
"20241210","2호선","봉천","26811","25310","20241213",""
"20241210","2호선","신림","59274","58320","20241213",""
"20241210","2호선","신대방","27220","26347","20241213",""
"20241210","2호선","구로디지털단지","65136","64693","20241213",""
"20241210","2호선","대림(구로구청)","26753","26913","20241213",""
"20241210","2호선","신도림","56799","54718","20241213",""
"20241210","2호선","문래","26351","26914","20241213",""
"20241210","2호선","영등포구청","25996","26483","20241213",""
"20241210","2호선","당산","21276","24655","20241213",""
"20241210","2호선","합정","32315","34341","20241213",""
"20241210","2호선","홍대입구","66330","69655","20241213",""
"20241210","2호선","신촌","40582","41269","20241213",""
"20241210","2호선","이대","18852","21109","20241213",""
"20241210","2호선","아현","12152","11535","20241213",""
"20241210","2호선","충정로(경기대입구)","11776","12573","20241213",""
"20241210","2호선","용답","3218","3304","20241213",""
"20241210","2호선","신답","1860","2165","20241213",""
"20241210","2호선","신설동","3649","3663","20241213",""
"20241210","2호선","도림천","1491","1603","20241213",""
"20241210","2호선","양천구청","8078","8456","20241213",""
"20241210","2호선","신정네거리","11778","12277","20241213",""
"20241210","2호선","용두(동대문구청)","2828","2901","20241213",""
"20241210","3호선","지축","8308","8276","20241213",""
"20241210","3호선","구파발","24535","24056","20241213",""
"20241210","3호선","연신내","36838","35133","20241213",""
"20241210","3호선","불광","18170","19390","20241213",""
"20241210","3호선","녹번","17464","15994","20241213",""
"20241210","3호선","홍제","19767","18794","20241213",""
"20241210","3호선","무악재","4823","4764","20241213",""
"20241210","3호선","독립문","9216","9589","20241213",""
"20241210","3호선","경복궁(정부서울청사)","24385","24301","20241213",""
"20241210","3호선","안국","27706","28579","20241213",""
"20241210","3호선","종로3가","11735","12935","20241213",""
"20241210","3호선","을지로3가","13237","13269","20241213",""
"20241210","3호선","충무로","20","0","20241213",""
"20241210","3호선","동대입구","12429","13753","20241213",""
"20241210","3호선","약수","14180","13823","20241213",""
"20241210","3호선","금호","8964","8607","20241213",""
"20241210","3호선","옥수","9487","10057","20241213",""
"20241210","3호선","압구정","34787","37372","20241213",""
"20241210","3호선","신사","30514","31888","20241213",""
"20241210","3호선","잠원","5896","5631","20241213",""
"20241210","3호선","고속터미널","47381","44430","20241213",""
"20241210","3호선","교대(법원.검찰청)","20134","11742","20241213",""
"20241210","3호선","남부터미널(예술의전당)","34518","35116","20241213",""
"20241210","3호선","양재(서초구청)","44208","47122","20241213",""
"20241210","3호선","매봉","15131","14425","20241213",""
"20241210","3호선","도곡","7572","7626","20241213",""
"20241210","3호선","대치","13196","13287","20241213",""
"20241210","3호선","학여울","2411","2419","20241213",""
"20241210","3호선","대청","12379","11603","20241213",""
"20241210","3호선","일원","12625","12253","20241213",""
"20241210","3호선","수서","21209","21011","20241213",""
"20241210","3호선","가락시장","10724","10452","20241213",""
"20241210","3호선","경찰병원","8645","8661","20241213",""
"20241210","3호선","오금","7670","6834","20241213",""
"20241210","4호선","당고개","10419","8911","20241213",""
"20241210","4호선","상계","21708","20394","20241213",""
"20241210","4호선","노원","23018","25790","20241213",""
"20241210","4호선","창동","29640","31580","20241213",""
"20241210","4호선","쌍문","32870","30848","20241213",""
"20241210","4호선","수유(강북구청)","36915","37302","20241213",""
"20241210","4호선","미아(서울사이버대학)","17855","17261","20241213",""
"20241210","4호선","미아사거리","29153","28790","20241213",""
"20241210","4호선","길음","24877","25058","20241213",""
"20241210","4호선","성신여대입구(돈암)","24766","23637","20241213",""
"20241210","4호선","한성대입구(삼선교)","16327","15729","20241213",""
"20241210","4호선","혜화","40127","38178","20241213",""
"20241210","4호선","동대문","20830","21332","20241213",""
"20241210","4호선","동대문역사문화공원(DDP)","19481","17690","20241213",""
"20241210","4호선","충무로","35712","36223","20241213",""
"20241210","4호선","명동","35704","37094","20241213",""
"20241210","4호선","회현(남대문시장)","31018","32872","20241213",""
"20241210","4호선","서울역","14902","22532","20241213",""
"20241210","4호선","숙대입구(갈월)","17370","16688","20241213",""
"20241210","4호선","삼각지","6867","7686","20241213",""
"20241210","4호선","신용산","22134","23677","20241213",""
"20241210","4호선","이촌(국립중앙박물관)","10422","11403","20241213",""
"20241210","4호선","동작(현충원)","1519","1588","20241213",""
"20241210","4호선","총신대입구(이수)","21473","23360","20241213",""
"20241210","4호선","사당","29523","26916","20241213",""
"20241210","4호선","남태령","1517","1415","20241213",""
"20241210","5호선","방화","7719","7367","20241213",""
"20241210","5호선","개화산","6863","6470","20241213",""
"20241210","5호선","김포공항","12593","8189","20241213",""
"20241210","5호선","송정","7151","6878","20241213",""
"20241210","5호선","마곡","13538","13615","20241213",""
"20241210","5호선","발산","26988","27297","20241213",""
"20241210","5호선","우장산","16639","16580","20241213",""
"20241210","5호선","화곡","31610","29655","20241213",""
"20241210","5호선","까치산","30506","29508","20241213",""
"20241210","5호선","신정(은행정)","15077","12504","20241213",""
"20241210","5호선","목동","18710","20125","20241213",""
"20241210","5호선","오목교(목동운동장앞)","23124","24892","20241213",""
"20241210","5호선","양평","9133","8980","20241213",""
"20241210","5호선","영등포구청","5529","5573","20241213",""
"20241210","5호선","영등포시장","13217","13375","20241213",""
"20241210","5호선","신길","5500","5913","20241213",""
"20241210","5호선","여의도","36254","37537","20241213",""
"20241210","5호선","여의나루","12005","13908","20241213",""
"20241210","5호선","마포","17637","18074","20241213",""
"20241210","5호선","공덕","17107","18088","20241213",""
"20241210","5호선","애오개","7401","7347","20241213",""
"20241210","5호선","충정로(경기대입구)","5914","6185","20241213",""
"20241210","5호선","서대문","25577","25791","20241213",""
"20241210","5호선","광화문(세종문화회관)","39272","41123","20241213",""
"20241210","5호선","종로3가","15093","15068","20241213",""
"20241210","5호선","을지로4가","7433","6671","20241213",""
"20241210","5호선","동대문역사문화공원(DDP)","3762","4287","20241213",""
"20241210","5호선","청구","4458","4001","20241213",""
"20241210","5호선","신금호","7216","7762","20241213",""
"20241210","5호선","행당","9312","8309","20241213",""
"20241210","5호선","왕십리(성동구청)","5419","5858","20241213",""
"20241210","5호선","마장","6801","6477","20241213",""
"20241210","5호선","답십리","18383","16737","20241213",""
"20241210","5호선","장한평","21962","21774","20241213",""
"20241210","5호선","군자(능동)","13170","14359","20241213",""
"20241210","5호선","아차산(어린이대공원후문)","16126","15887","20241213",""
"20241210","5호선","광나루(장신대)","13168","12510","20241213",""
"20241210","5호선","천호(풍납토성)","21143","20947","20241213",""
"20241210","5호선","강동","20916","20285","20241213",""
"20241210","5호선","길동","9581","9854","20241213",""
"20241210","5호선","굽은다리(강동구민회관앞)","11235","10864","20241213",""
"20241210","5호선","명일","9348","9344","20241213",""
"20241210","5호선","고덕","12595","12009","20241213",""
"20241210","5호선","상일동","17052","16224","20241213",""
"20241210","5호선","둔촌동","10841","10701","20241213",""
"20241210","5호선","올림픽공원(한국체대)","5255","4438","20241213",""
"20241210","5호선","방이","8486","8690","20241213",""
"20241210","5호선","오금","4233","4393","20241213",""
"20241210","5호선","개롱","7517","7760","20241213",""
"20241210","5호선","거여","11832","11589","20241213",""
"20241210","5호선","마천","8397","7621","20241213",""
"20241210","5호선","강일","7159","6719","20241213",""
"20241210","5호선","미사","20125","20296","20241213",""
"20241210","5호선","하남풍산","5303","5143","20241213",""
"20241210","5호선","하남시청(덕풍·신장)","9466","8948","20241213",""
"20241210","5호선","하남검단산","7135","6940","20241213",""
"20241210","6호선","응암","20028","19915","20241213",""
"20241210","6호선","역촌","4047","5072","20241213",""
"20241210","6호선","불광","5107","5004","20241213",""
"20241210","6호선","독바위","3120","3185","20241213",""
"20241210","6호선","연신내","1","0","20241213",""
"20241210","6호선","구산","9339","6975","20241213",""
"20241210","6호선","새절(신사)","14574","13575","20241213",""
"20241210","6호선","증산(명지대앞)","10496","10536","20241213",""
"20241210","6호선","디지털미디어시티","18088","19772","20241213",""
"20241210","6호선","월드컵경기장(성산)","4437","4604","20241213",""
"20241210","6호선","마포구청","17321","15927","20241213",""
"20241210","6호선","망원","15858","16852","20241213",""
"20241210","6호선","합정","14126","13905","20241213",""
"20241210","6호선","상수","10483","11459","20241213",""
"20241210","6호선","광흥창(서강)","10967","10599","20241213",""
"20241210","6호선","대흥(서강대앞)","11326","11979","20241213",""
"20241210","6호선","공덕","22612","21893","20241213",""
"20241210","6호선","효창공원앞","8567","8113","20241213",""
"20241210","6호선","삼각지","9378","8450","20241213",""
"20241210","6호선","녹사평(용산구청)","4912","4911","20241213",""
"20241210","6호선","이태원","10426","10731","20241213",""
"20241210","6호선","한강진","10153","11560","20241213",""
"20241210","6호선","버티고개","2543","2484","20241213",""
"20241210","6호선","약수","4160","4149","20241213",""
"20241210","6호선","청구","4345","4321","20241213",""
"20241210","6호선","신당","9832","10219","20241213",""
